gid,name,year,winter_sst,spring_sst,summer_sst,fall_sst
1,St. Johns,1800,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1801,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1802,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1803,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1804,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1805,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1806,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1807,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1808,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1809,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1810,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1811,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1812,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1813,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1814,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1815,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1816,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1817,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1818,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1819,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1820,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1821,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1822,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1823,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1824,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
1,St. Johns,1825,18.3030303030303,24.0681818181818,27.5075757575758,21.2651515151515
