"","Pearl","Escambia","Choctawhatchee","Ochlockonee","Aucilla","Ecofina River","Waccasassa","Withlacoochee","Manatee","Little Manatee","Hillsborough","Alafia","Myakka","Peace","St. Marys","Nassau","Satilla","St. Johns","Altamaha","Ogeechee","Savannah","Coosawatchie","Salkehatchie","Edisto","Loxahatchee","Cooper","Santee","Pee Dee","Cape Fear","New","White Oak","Potomac","Neuse","Pamlico-Tar","Rappahannock","James","York","Roanoke","Chowan","Patuxent","Perquimmans","Pasquotank","Chester-Sassafras","Susquehanna","Alligator","Transquaking","Blackwater","Choptank","Nanticoke","Wicomico","Pokomoke-Western Lower Delmarva","Delaware","Mullica","Raritan","Metedeconk","Manasquan","Shark","Hudson","Nissequogue","Housatonic","Farm","Hammonasset","Menunketesuck","Connecticut","Thames","Pawcatuck","Blackstone-Providence","Palmer","St Lawrence","Sakonnet","Taunton","Paskamanset","Merrimack","Saco","Nonesuch","Kennebec","Sheepscot","Penobscot","Manicouagan","Pleasant","St. Croix","Restigouche","St Marguerite","St John","Tusket","George","Miramichi","Annapolis","Richibucto","Mersey","Petitcodiac","Medway","Cornwallis","LaHave","Maccan-Hebert-LaPlanche","Avon","Kennetcook","Romaine","Philip","Shubenacadie","Musquodoboit","John","St Mary's","Natashquan","Margaree","Kanairiktok","Churchill","Mira","Humber","Eagle","Exploits","Gander"
"Hillsborough",833.528442445733,615.62610620738,616.478371705432,443.113903940958,432.545761087063,434.385093473988,331.098466814084,332.803591061272,89.4375314922849,111.285737407295,123.20244237342,122.54478859677,266.721745908765,272.968810043057,1406.31170190731,1400.3996405208,1405.43744681223,1401.04789259176,1441.37615919308,1495.87950252649,1495.89859688547,1557.45211707423,1547.48051723185,1553.89974616317,944.790468050861,1590.47050471322,1649.39648012947,1650.13791468836,1761.31997413071,1902.1022293711,1899.2089509575,2480.5717607927,2097.86711109444,2104.22262961563,2419.7879690359,2373.29503191862,2378.83779751287,2250.93161016716,2247.24631348705,2450.15800110172,2224.08586452764,2203.09707970412,2502.99094572139,2555.82904593933,2207.51172085066,2421.22912807588,2419.06400751349,2437.47736051482,2419.18353255215,2404.90786489838,2373.33872934181,2561.93057810739,2543.90430224832,2675.42665233451,2649.71481521199,2647.88965647988,2647.48095772384,2738.90404338053,2954.73895852499,2939.24434588648,2918.35769184107,2854.07106261389,2847.96011747177,2838.57901018162,2816.67780205543,2804.67330573152,2872.19272528447,2859.62518216964,5780.03683274533,2831.60788303281,2869.52998052904,2847.73288991886,3124.00535137654,3209.96430658948,3208.42777415543,3297.14641029236,3297.3035632143,3410.74430824227,5461.26882957388,3473.86753762775,3605.24053292249,5200.22692529233,5407.58590213571,3641.48047972948,3887.50524161545,7474.52117515193,5073.96253400898,3648.67912122611,5029.06702804087,4058.16813248353,3763.50655639367,4051.98414334556,3743.01196011615,4049.58332046122,3774.51563501819,3759.10751433351,3762.89608689868,5500.62015007702,4960.94944673923,3815.64311480855,4164.14939353438,4961.13767132614,4277.08645250736,5502.81167347583,4738.63311297448,6637.57987699003,6570.28507531734,4531.72585102328,6077.95039931752,6381.46607687116,6508.05159911633,6487.8733711087
"Alafia",832.870788669083,614.968452430729,615.820717928781,442.456250164308,431.888107310413,433.727439697337,330.440813037434,332.145937284621,88.7798777156344,110.628083630645,122.54478859677,121.887134820119,266.064092132114,272.311156266406,1405.65404813066,1399.74198674415,1404.77979303558,1400.39023881511,1440.71850541643,1495.22184874984,1495.24094310882,1556.79446329758,1546.8228634552,1553.24209238652,944.13281427421,1589.81285093657,1648.73882635282,1649.48026091171,1760.66232035406,1901.44457559445,1898.55129718085,2479.91410701605,2097.20945731779,2103.56497583898,2419.13031525925,2372.63737814197,2378.18014373622,2250.27395639051,2246.5886597104,2449.50034732507,2223.42821075098,2202.43942592747,2502.33329194474,2555.17139216268,2206.85406707401,2420.57147429923,2418.40635373684,2436.81970673817,2418.5258787755,2404.25021112173,2372.68107556516,2561.27292433074,2543.24664847167,2674.76899855786,2649.05716143534,2647.23200270323,2646.82330394719,2738.24638960387,2954.08130474834,2938.58669210982,2917.70003806442,2853.41340883724,2847.30246369512,2837.92135640497,2816.02014827878,2804.01565195486,2871.53507150782,2858.96752839299,5779.37917896868,2830.95022925616,2868.87232675239,2847.07523614221,3123.34769759989,3209.30665281283,3207.77012037878,3296.48875651571,3296.64590943765,3410.08665446562,5460.61117579723,3473.2098838511,3604.58287914584,5199.56927151568,5406.92824835906,3640.82282595283,3886.8475878388,7473.86352137528,5073.30488023233,3648.02146744946,5028.40937426422,4057.51047870688,3762.84890261702,4051.32648956891,3742.3543063395,4048.92566668457,3773.85798124154,3758.44986055685,3762.23843312203,5499.96249630037,4960.29179296258,3814.9854610319,4163.49173975773,4960.48001754949,4276.42879873071,5502.15401969918,4737.97545919783,6636.92222321338,6569.62742154069,4531.06819724663,6077.29274554087,6380.80842309451,6507.39394533968,6487.21571733205
"Myakka",923.072359193559,705.170022955206,706.022288453258,543.564430875818,532.996288021924,534.835620408848,432.084142407615,433.789266654802,232.95683502763,254.80504094264,266.721745908765,266.064092132114,76.8382122659646,83.0852764002567,1279.12918597546,1273.21712458895,1278.25493088037,1273.86537665991,1314.19364326122,1368.69698659464,1368.71608095362,1430.26960114238,1420.2980013,1426.71723023132,817.607952119008,1463.28798878137,1522.21396419762,1522.95539875651,1634.13745819885,1774.91971343925,1772.02643502565,2353.38924486085,1970.68459516258,1977.04011368378,2292.60545310405,2246.11251598676,2251.65528158102,2123.74909423531,2120.0637975552,2322.97548516987,2096.90334859578,2075.91456377227,2375.80842978953,2428.64653000748,2080.3292049188,2294.04661214402,2291.88149158163,2310.29484458297,2292.00101662029,2277.72534896653,2246.15621340996,2434.74806217553,2416.72178631646,2548.24413640266,2522.53229928014,2520.70714054803,2520.29844179199,2611.72152744867,2827.55644259314,2812.06182995462,2791.17517590921,2726.88854668203,2720.77760153991,2711.39649424977,2689.49528612358,2677.49078979966,2745.01020935262,2732.44266623778,5652.85431681347,2704.42536710095,2742.34746459719,2720.550373987,2996.82283544469,3082.78179065763,3081.24525822358,3169.96389436051,3170.12104728244,3283.56179231041,5334.08631364203,3346.68502169589,3478.05801699064,5073.04440936047,5280.40338620385,3514.29796379763,3760.32272568359,7347.33865922008,4946.78001807713,3521.49660529426,4901.88451210901,3930.98561655168,3636.32404046181,3924.80162741371,3615.82944418429,3922.40080452937,3647.33311908634,3631.92499840165,3635.71357096683,5373.43763414517,4833.76693080738,3688.4605988767,4036.96687760253,4833.95515539428,4149.90393657551,5375.62915754397,4611.45059704262,6510.39736105818,6443.10255938549,4404.54333509143,5950.76788338567,6254.28356093931,6380.86908318447,6360.69085517685
"Peace",929.319423327851,711.417087089498,712.26935258755,549.81149501011,539.243352156216,541.08268454314,438.331206541907,440.036330789094,239.203899161922,261.052105076932,272.968810043057,272.311156266406,83.0852764002567,89.3323405345488,1285.37625010975,1279.46418872324,1284.50199501466,1280.1124407942,1320.44070739552,1374.94405072893,1374.96314508791,1436.51666527667,1426.54506543429,1432.96429436561,823.8550162533,1469.53505291566,1528.46102833191,1529.2024628908,1640.38452233315,1781.16677757354,1778.27349915994,2359.63630899514,1976.93165929687,1983.28717781807,2298.85251723834,2252.35958012105,2257.90234571531,2129.9961583696,2126.31086168949,2329.22254930416,2103.15041273007,2082.16162790656,2382.05549392382,2434.89359414177,2086.5762690531,2300.29367627831,2298.12855571592,2316.54190871726,2298.24808075459,2283.97241310082,2252.40327754425,2440.99512630983,2422.96885045075,2554.49120053695,2528.77936341443,2526.95420468232,2526.54550592628,2617.96859158296,2833.80350672743,2818.30889408891,2797.42224004351,2733.13561081633,2727.02466567421,2717.64355838406,2695.74235025787,2683.73785393395,2751.25727348691,2738.68973037208,5659.10138094777,2710.67243123525,2748.59452873148,2726.7974381213,3003.06989957898,3089.02885479192,3087.49232235787,3176.2109584948,3176.36811141674,3289.80885644471,5340.33337777632,3352.93208583019,3484.30508112493,5079.29147349476,5286.65045033815,3520.54502793192,3766.56978981788,7353.58572335437,4953.02708221142,3527.74366942855,4908.13157624331,3937.23268068597,3642.5711045961,3931.048691548,3622.07650831858,3928.64786866366,3653.58018322063,3638.17206253594,3641.96063510112,5379.68469827946,4840.01399494167,3694.70766301099,4043.21394173682,4840.20221952858,4156.1510007098,5381.87622167827,4617.69766117692,6516.64442519247,6449.34962351978,4410.79039922572,5957.01494751996,6260.5306250736,6387.11614731877,6366.93791931114
"St. Marys",2027.10177291708,1809.21328500376,1810.06555050181,1672.15741818392,1661.58927533002,1663.42860771695,1571.67409840616,1573.37922265335,1372.54679102617,1394.39499694118,1406.31170190731,1405.65404813066,1279.12918597546,1285.37625010975,89.4874016342254,83.5753402477166,88.6131465391415,84.22359231868,198.353427176384,260.811880878825,260.830975237807,333.331352838897,323.359752996515,329.778981927836,511.977933631135,377.089728817013,445.662943846681,446.404378405571,558.00894143669,699.651958458984,696.758680045385,1278.12148988058,895.41684018232,901.772358703517,1217.33769812379,1170.8447610065,1176.38752660075,1048.48133925505,1044.79604257494,1247.7077301896,1021.63559361552,1000.64680879201,1300.54067480927,1353.37877502721,1005.06144993854,1218.77885716376,1216.61373660137,1235.0270896027,1216.73326164003,1202.45759398626,1170.8884584297,1359.48030719527,1341.4540313362,1472.97638142239,1447.26454429988,1445.43938556776,1445.03068681172,1536.45377246841,1752.28868761287,1736.79407497436,1715.90742092895,1651.62079170177,1645.50984655965,1636.1287392695,1614.22753114331,1602.2230348194,1669.74245437236,1657.17491125752,4577.58656183322,1629.15761212069,1667.07970961693,1645.28261900674,1921.55508046442,2007.51403567736,2005.97750324331,2094.69613938024,2094.85329230218,2208.29403733015,4258.81855866177,2271.41726671563,2402.79026201037,3997.7766543802,4205.13563122359,2439.03020881736,2685.05497070333,6272.0709042398,3871.51226309686,2446.22885031399,3826.61675712876,2855.71786157142,2561.05628548155,2849.53387243345,2540.56168920403,2847.13304954911,2572.06536410607,2556.65724342139,2560.44581598657,4298.16987916489,3758.49917582712,2613.19284389644,2961.69912262227,3758.68740041402,3074.63618159525,4300.3614025637,3536.18284206236,5435.1296060779,5367.83480440521,3329.27558011117,4875.5001284054,5179.01580595904,5305.6013282042,5285.42310019658
"Nassau",2021.18971153057,1803.30122361725,1804.1534891153,1666.24535679741,1655.67721394352,1657.51654633044,1565.76203701965,1567.46716126684,1366.63472963967,1388.48293555468,1400.3996405208,1399.74198674415,1273.21712458895,1279.46418872324,83.5753402477166,77.6632788612078,82.7010851526327,78.3115309321712,192.441365789875,254.899819492316,254.918913851298,327.419291452388,317.447691610006,323.866920541328,506.065872244626,371.177667430504,439.750882460172,440.492317019062,552.096880050181,693.739897072475,690.846618658876,1272.20942849407,889.504778795811,895.860297317008,1211.42563673728,1164.93269961999,1170.47546521424,1042.56927786854,1038.88398118843,1241.79566880309,1015.72353222901,994.734747405499,1294.62861342276,1347.46671364071,999.149388552031,1212.86679577725,1210.70167521486,1229.1150282162,1210.82120025352,1196.54553259976,1164.97639704319,1353.56824580876,1335.54196994969,1467.06432003588,1441.35248291337,1439.52732418125,1439.11862542521,1530.5417110819,1746.37662622636,1730.88201358785,1709.99535954244,1645.70873031526,1639.59778517314,1630.21667788299,1608.3154697568,1596.31097343289,1663.83039298585,1651.26284987101,4571.67450044671,1623.24555073418,1661.16764823042,1639.37055762023,1915.64301907791,2001.60197429085,2000.0654418568,2088.78407799373,2088.94123091567,2202.38197594364,4252.90649727526,2265.50520532912,2396.87820062386,3991.86459299369,4199.22356983709,2433.11814743085,2679.14290931682,6266.1588428533,3865.60020171035,2440.31678892748,3820.70469574225,2849.80580018491,2555.14422409504,2843.62181104694,2534.64962781752,2841.2209881626,2566.15330271956,2550.74518203488,2554.53375460006,4292.25781777838,3752.58711444061,2607.28078250993,2955.78706123576,3752.77533902751,3068.72412020874,4294.44934117719,3530.27078067585,5429.21754469139,5361.9227430187,3323.36351872466,4869.58806701889,5173.10374457253,5299.68926681769,5279.51103881007
"Satilla",2026.227517822,1808.33902990867,1809.19129540672,1671.28316308884,1660.71502023494,1662.55435262187,1570.79984331107,1572.50496755826,1371.67253593109,1393.5207418461,1405.43744681223,1404.77979303558,1278.25493088037,1284.50199501466,88.6131465391415,82.7010851526327,87.7388914440576,83.3493372235961,197.4791720813,259.937625783741,259.956720142723,332.457097743813,322.485497901431,328.904726832753,511.103678536051,376.215473721929,444.788688751597,445.530123310487,557.134686341606,698.7777033639,695.884424950301,1277.2472347855,894.542585087236,900.898103608433,1216.4634430287,1169.97050591141,1175.51327150567,1047.60708415996,1043.92178747985,1246.83347509452,1020.76133852043,999.772553696924,1299.66641971418,1352.50451993213,1004.18719484346,1217.90460206867,1215.73948150628,1234.15283450762,1215.85900654494,1201.58333889118,1170.01420333461,1358.60605210019,1340.57977624111,1472.10212632731,1446.39028920479,1444.56513047268,1444.15643171664,1535.57951737332,1751.41443251779,1735.91981987927,1715.03316583387,1650.74653660668,1644.63559146457,1635.25448417442,1613.35327604823,1601.34877972431,1668.86819927727,1656.30065616243,4576.71230673813,1628.28335702561,1666.20545452184,1644.40836391165,1920.68082536934,2006.63978058228,2005.10324814823,2093.82188428516,2093.9790372071,2207.41978223507,4257.94430356669,2270.54301162055,2401.91600691529,3996.90239928512,4204.26137612851,2438.15595372228,2684.18071560825,6271.19664914472,3870.63800800177,2445.35459521891,3825.74250203367,2854.84360647633,2560.18203038647,2848.65961733836,2539.68743410895,2846.25879445403,2571.19110901099,2555.78298832631,2559.57156089148,4297.29562406981,3757.62492073203,2612.31858880135,2960.82486752718,3757.81314531894,3073.76192650016,4299.48714746862,3535.30858696728,5434.25535098282,5366.96054931013,3328.40132501608,4874.62587331031,5178.14155086395,5304.72707310912,5284.54884510149
"St. Johns",2021.83796360154,1803.94947568821,1804.80174118626,1666.89360886837,1656.32546601448,1658.1647984014,1566.41028909061,1568.1154133378,1367.28298171063,1389.13118762564,1401.04789259176,1400.39023881511,1273.86537665991,1280.1124407942,84.22359231868,78.3115309321712,83.3493372235961,78.9597830031346,193.089617860839,255.54807156328,255.567165922262,328.067543523352,318.09594368097,324.515172612291,506.714124315589,371.825919501468,440.399134531136,441.140569090025,552.745132121144,694.388149143438,691.494870729839,1272.85768056504,890.153030866774,896.508549387971,1212.07388880824,1165.58095169095,1171.12371728521,1043.2175299395,1039.53223325939,1242.44392087406,1016.37178429997,995.382999476462,1295.27686549372,1348.11496571167,999.797640622994,1213.51504784821,1211.34992728582,1229.76328028716,1211.46945232448,1197.19378467072,1165.62464911415,1354.21649787973,1336.19022202065,1467.71257210685,1442.00073498433,1440.17557625222,1439.76687749618,1531.18996315286,1747.02487829733,1731.53026565881,1710.6436116134,1646.35698238622,1640.2460372441,1630.86492995395,1608.96372182777,1596.95922550385,1664.47864505681,1651.91110194197,4572.32275251767,1623.89380280514,1661.81590030138,1640.01880969119,1916.29127114888,2002.25022636182,2000.71369392777,2089.4323300647,2089.58948298663,2203.03022801461,4253.55474934623,2266.15345740009,2397.52645269483,3992.51284506466,4199.87182190805,2433.76639950182,2679.79116138778,6266.80709492426,3866.24845378131,2440.96504099845,3821.35294781321,2850.45405225587,2555.79247616601,2844.2700631179,2535.29787988849,2841.86924023356,2566.80155479053,2551.39343410584,2555.18200667102,4292.90606984935,3753.23536651157,2607.92903458089,2956.43531330672,3753.42359109848,3069.3723722797,4295.09759324815,3530.91903274682,5429.86579676236,5362.57099508967,3324.01177079562,4870.23631908985,5173.75199664349,5300.33751888865,5280.15929088103
"Altamaha",2062.16623020285,1844.27774228952,1845.13000778758,1707.22187546969,1696.65373261579,1698.49306500272,1606.73855569193,1608.44367993911,1407.61124831194,1429.45945422695,1441.37615919308,1440.71850541643,1314.19364326122,1320.44070739552,198.353427176384,192.441365789875,197.4791720813,193.089617860839,39.1093797812386,189.978339512238,189.99743387122,263.010831474539,253.039231632157,259.458460563478,547.042390916902,306.770235582977,375.348567203602,376.090001762491,492.487623033533,634.908910185356,632.015631771757,1213.37844160696,830.673791908692,837.029310429889,1152.59464985016,1106.10171273287,1111.64447832713,983.738290981419,980.052994301311,1182.96468191597,956.892545341891,935.90376051838,1235.79762653564,1288.63572675359,940.318401664912,1154.03580889013,1151.87068832774,1170.28404132908,1151.9902133664,1137.71454571264,1106.14541015607,1294.73725892164,1276.71098306257,1408.23333314876,1382.52149602625,1380.69633729413,1380.28763853809,1471.71072419478,1687.54563933924,1672.05102670073,1651.16437265532,1586.87774342814,1580.76679828602,1571.38569099587,1549.48448286969,1537.47998654577,1604.99940609873,1592.43186298389,4512.84351355959,1564.41456384706,1602.3366613433,1580.53957073311,1856.81203219079,1942.77098740373,1941.23445496968,2029.95309110662,2030.11024402855,2143.55098905652,4194.07551038814,2206.674218442,2338.04721373674,3933.03360610657,4140.39258294997,2374.28716054373,2620.3119224297,6207.32785596617,3806.76921482323,2381.48580204036,3761.87370885513,2790.97481329779,2496.31323720792,2784.79082415982,2475.8186409304,2782.39000127548,2507.32231583244,2491.91419514776,2495.70276771294,4233.42683089126,3693.75612755349,2548.44979562281,2896.95607434864,3693.94435214039,3009.89313332162,4235.61835429007,3471.43979378873,5370.38655780427,5303.09175613158,3264.53253183754,4810.75708013177,5114.27275768541,5240.85827993057,5220.68005192295
"Ogeechee",2116.66957353627,1898.78108562294,1899.63335112099,1761.7252188031,1751.15707594921,1752.99640833613,1661.24189902534,1662.94702327253,1462.11459164536,1483.96279756037,1495.87950252649,1495.22184874984,1368.69698659464,1374.94405072893,260.811880878825,254.899819492316,259.937625783741,255.54807156328,189.978339512238,49.5347815168706,49.553875875853,212.857172755239,202.885572912857,209.304801844178,601.545734250318,256.62432504664,328.881820324297,329.623254883186,448.138175443147,590.622240826958,587.728962413359,1169.09177224856,786.387122550293,792.74264107149,1108.30798049176,1061.81504337447,1067.35780896873,939.45162162302,935.766324942912,1138.67801255758,912.605875983493,891.617091159981,1191.51095717724,1244.34905739519,896.031732306514,1109.74913953173,1107.58401896934,1125.99737197068,1107.703544008,1093.42787635424,1061.85874079767,1250.45058956324,1232.42431370417,1363.94666379037,1338.23482666785,1336.40966793574,1336.0009691797,1427.42405483638,1643.25896998084,1627.76435734233,1606.87770329692,1542.59107406974,1536.48012892762,1527.09902163747,1505.19781351129,1493.19331718737,1560.71273674033,1548.14519362549,4468.55684420119,1520.12789448866,1558.0499919849,1536.25290137471,1812.5253628324,1898.48431804534,1896.94778561128,1985.66642174822,1985.82357467015,2099.26431969813,4149.78884102974,2162.3875490836,2293.76054437835,3888.74693674817,4096.10591359157,2330.00049118534,2576.0252530713,6163.04118660778,3762.48254546483,2337.19913268197,3717.58703949673,2746.68814393939,2452.02656784952,2740.50415480142,2431.531971572,2738.10333191708,2463.03564647405,2447.62752578936,2451.41609835454,4189.14016153286,3649.46945819509,2504.16312626441,2852.66940499024,3649.65768278199,2965.60646396322,4191.33168493167,3427.15312443033,5326.09988844588,5258.80508677319,3220.24586247914,4766.47041077337,5069.98608832701,5196.57161057218,5176.39338256455
"Savannah",2116.68866789525,1898.80017998192,1899.65244547997,1761.74431316209,1751.17617030819,1753.01550269512,1661.26099338432,1662.96611763151,1462.13368600434,1483.98189191935,1495.89859688547,1495.24094310882,1368.71608095362,1374.96314508791,260.830975237807,254.918913851298,259.956720142723,255.567165922262,189.99743387122,49.553875875853,49.5729702348354,212.876267114221,202.904667271839,209.32389620316,601.5648286093,256.643419405622,328.90091468328,329.642349242169,448.15726980213,590.64133518594,587.748056772341,1169.11086660754,786.406216909276,792.761735430473,1108.32707485074,1061.83413773345,1067.37690332771,939.470715982002,935.785419301894,1138.69710691656,912.624970342475,891.636185518964,1191.53005153622,1244.36815175417,896.050826665496,1109.76823389071,1107.60311332832,1126.01646632966,1107.72263836698,1093.44697071322,1061.87783515665,1250.46968392223,1232.44340806315,1363.96575814935,1338.25392102683,1336.42876229472,1336.02006353868,1427.44314919536,1643.27806433983,1627.78345170131,1606.8967976559,1542.61016842872,1536.4992232866,1527.11811599646,1505.21690787027,1493.21241154635,1560.73183109931,1548.16428798447,4468.57593856017,1520.14698884765,1558.06908634388,1536.27199573369,1812.54445719138,1898.50341240432,1896.96687997027,1985.6855161072,1985.84266902914,2099.28341405711,4149.80793538873,2162.40664344259,2293.77963873733,3888.76603110716,4096.12500795055,2330.01958554432,2576.04434743029,6163.06028096676,3762.50163982381,2337.21822704095,3717.60613385571,2746.70723829837,2452.04566220851,2740.5232491604,2431.55106593099,2738.12242627606,2463.05474083303,2447.64662014834,2451.43519271352,4189.15925589185,3649.48855255407,2504.18222062339,2852.68849934922,3649.67677714098,2965.6255583222,4191.35077929066,3427.17221878932,5326.11898280486,5258.82418113217,3220.26495683812,4766.48950513235,5070.005182686,5196.59070493116,5176.41247692353
"Coosawatchie",2178.242188084,1960.35370017068,1961.20596566873,1823.29783335084,1812.72969049695,1814.56902288387,1722.81451357308,1724.51963782027,1523.68720619309,1545.53541210811,1557.45211707423,1556.79446329758,1430.26960114238,1436.51666527667,333.331352838897,327.419291452388,332.457097743813,328.067543523352,263.010831474539,212.857172755239,212.876267114221,78.2261782500178,68.2545784076359,74.6738073389571,663.118348798055,214.63182361857,286.891800707863,287.633235266752,406.148155826713,548.632221210523,545.738942796924,1127.10175263212,744.397102933859,750.752621455056,1066.31796087532,1019.82502375804,1025.36778935229,897.461602006585,893.776305326477,1096.68799294114,870.615856367058,849.627071543547,1149.52093756081,1202.35903777875,854.041712690079,1067.7591199153,1065.59399935291,1084.00735235424,1065.71352439157,1051.4378567378,1019.86872118124,1208.46056994681,1190.43429408774,1321.95664417393,1296.24480705142,1294.4196483193,1294.01094956326,1385.43403521995,1601.26895036441,1585.77433772589,1564.88768368049,1500.60105445331,1494.49010931119,1485.10900202104,1463.20779389485,1451.20329757093,1518.7227171239,1506.15517400906,4426.56682458475,1478.13787487223,1516.05997236847,1494.26288175828,1770.53534321596,1856.4942984289,1854.95776599485,1943.67640213178,1943.83355505372,2057.27430008169,4107.79882141331,2120.39752946717,2251.77052476191,3846.75691713174,4054.11589397513,2288.0104715689,2534.03523345487,6121.05116699134,3720.4925258484,2295.20911306553,3675.59701988029,2704.69812432296,2410.03654823309,2698.51413518499,2389.54195195557,2696.11331230065,2421.04562685761,2405.63750617293,2409.4260787381,4147.15014191643,3607.47943857865,2462.17310664798,2810.6793853738,3607.66766316556,2923.61644434679,4149.34166531524,3385.1631048139,5284.10986882944,5216.81506715675,3178.25584286271,4724.48039115694,5027.99606871058,5154.58159095574,5134.40336294812
"Salkehatchie",2168.27058824162,1950.38210032829,1951.23436582635,1813.32623350846,1802.75809065456,1804.59742304149,1712.8429137307,1714.54803797789,1513.71560635071,1535.56381226572,1547.48051723185,1546.8228634552,1420.2980013,1426.54506543429,323.359752996515,317.447691610006,322.485497901431,318.09594368097,253.039231632157,202.885572912857,202.904667271839,68.2545784076359,58.282978565254,64.7022074965752,653.146748955673,204.660223776188,276.920200865481,277.66163542437,396.176555984331,538.660621368141,535.767342954542,1117.13015278974,734.425503091477,740.781021612674,1056.34636103294,1009.85342391566,1015.39618950991,887.490002164203,883.804705484096,1086.71639309876,860.644256524676,839.655471701165,1139.54933771843,1192.38743793637,844.070112847697,1057.78752007292,1055.62239951053,1074.03575251186,1055.74192454919,1041.46625689542,1009.89712133885,1198.48897010443,1180.46269424536,1311.98504433155,1286.27320720903,1284.44804847692,1284.03934972088,1375.46243537757,1591.29735052203,1575.80273788351,1554.91608383811,1490.62945461092,1484.51850946881,1475.13740217866,1453.23619405247,1441.23169772855,1508.75111728151,1496.18357416668,4416.59522474237,1468.16627502985,1506.08837252608,1484.2912819159,1760.56374337358,1846.52269858652,1844.98616615247,1933.7048022894,1933.86195521134,2047.30270023931,4097.82722157093,2110.42592962479,2241.79892491953,3836.78531728936,4044.14429413275,2278.03887172652,2524.06363361249,6111.07956714896,3710.52092600601,2285.23751322315,3665.62542003791,2694.72652448058,2400.06494839071,2688.5425353426,2379.57035211319,2686.14171245827,2411.07402701523,2395.66590633055,2399.45447889572,4137.17854207405,3597.50783873627,2452.2015068056,2800.70778553142,3597.69606332318,2913.6448445044,4139.37006547286,3375.19150497152,5274.13826898706,5206.84346731437,3168.28424302032,4714.50879131455,5018.0244688682,5144.60999111336,5124.43176310573
