"","Oum_er_Rbia","Bou_Regreg","Sebou","Loukkos","Barbate","Guadalete","Guadalquivir","Tinto","Odiel","Guadiana","Piedras","Mira","Sado","Tagus","Alcoa","Mondego","Vouga","Douro","Ave","Cavado","Lima","Minho","Lerez","Umia","Ulla","Tambre","Anllons","Oria","Urola","Urumea","Deba","Lea","Artibai","Oiartzun","Nervion","Bidassoa","Nansa","Deva_Cares","Nivelle","Ason","Butron","Eume","Mandeo","Oka","Sella","Barbadun","Pas","Adour","Navia","Nalon_Narcea","Esva","Ouro","Masma","Eo","Grande","Landro","Sor","Leyre","Dordogne","Garonne","Seudre","Charente","Sevre Niortaise","Lay","Auzance","Loire","Vilaine","Scorff","Blavet","Odet","Aulne","Elorn","Rance","Leguer","Couesnon","Selune","Trieux","Orne","Dives","Touques","Vire","Douve","Seine","Bresle","Somme","Tamar","Authie","Canche","Dorset Frome","Hampshire Avon","Aa","Yser","Taff","Avon","Severn","Wye","Thames","Towy","Escaut","Blackwater","Barrow","Meuse","Rhine","Slaney","Shannon","Great_Ouse","Dee","Mersey","Trent","Ems","Weser","Elbe","Eider","Eden","Erne","Tyne","Vida","Bann","Foyle","Clyde","Tweed","Forth","Tay","Lagan","Gudenaa","Gotaalv","Spey","Otra","Drammens","Lagen","Glomma","Imsa","Orkla","Namsen","Vefsna"
"Piedras",596.897579782586,415.555669463593,394.172488117657,272.60455711865,249.847235738849,132.790751861739,108.809240504936,66.9102425011387,53.8104852903321,38.0706378986651,17.0724366281679,290.370705852936,363.814927226438,421.84478387095,490.388365681891,536.735742677622,600.296430733018,648.015922354417,670.871567876144,685.183613397378,701.247346315335,760.328220142263,865.163501932205,858.392998250409,863.437726206141,851.179367435494,916.775863531297,1576.6838818172,1576.39916232106,1585.42904727902,1552.85725514466,1562.7773216732,1562.7773216732,1608.6342268439,1477.19478400132,1621.21706712307,1325.85736057926,1323.49641928116,1615.49253768347,1474.15269405208,1473.75923416434,978.658938457079,982.853030684174,1502.3825351193,1284.29913700998,1482.6333643403,1412.7419631829,1636.23943203556,1176.05686557839,1202.23709867498,1179.06518252848,1098.17106311056,1102.17525010285,1122.13484185174,1119.67562723688,1069.10435990547,1056.660938526,1783.84478939205,1958.115808127,1961.81683431763,1916.33755642271,1905.34406810446,1953.37237426471,1939.56263569761,1973.89030900805,2099.70897457017,2092.42439139741,2137.99328319423,2142.29618555026,2178.7236298598,2312.28383910659,2301.53698738642,2543.91673779707,2395.17538533605,2583.35483597605,2590.35606000707,2440.07749957551,2722.64370484146,2729.31131669512,2724.76829326093,2662.82581717131,2659.95603639331,2741.83776958488,2837.53994101474,2839.59395271442,2577.60880332729,2831.4978807407,2850.2364903668,2660.18955643226,2635.91833241274,2897.80884607798,2979.72293087243,2796.86312086688,2823.431302903,2830.35313087987,2829.87333204234,2912.06074755757,2747.29554355676,3156.68658055954,2997.08245377045,2944.10203552535,3283.79774163255,3272.369743216,2887.60566241619,3803.73975676153,3321.69806763977,3098.85080631511,3108.76393052664,3333.8535800371,3410.91626294865,3510.42285526674,3526.33001029425,3501.87373027283,3140.96223586462,3481.50175488021,3396.59409119903,3542.5184690754,3265.55116516024,3299.9992428302,3241.99236689456,3507.50890979082,3625.59143763875,3599.27830804705,4052.37688761471,4172.55335333598,3921.26851152722,3732.21385375214,3743.40746765555,4090.02915151146,4055.93264668957,4033.09291549786,3836.88006609814,4578.25879605477,4669.48701822729,4869.71891341281
"Mira",853.485281462133,672.14337114314,650.760189797204,529.192258798197,506.434937418396,389.378453541286,365.396942184483,323.497944180685,310.398186969879,265.094373525413,290.370705852936,5.790302649031,134.637490677162,192.667347321673,261.210929132615,307.558306128345,371.11899418374,418.838485805139,441.694131326868,456.006176848102,472.069909766058,531.150783592987,635.986065382929,629.215561701133,634.260289656865,622.001930886219,687.598426982022,1347.50644526792,1347.22172577179,1356.25161072974,1323.67981859538,1333.59988512392,1333.59988512392,1379.45679029462,1248.01734745204,1392.0396305738,1096.67992402998,1094.31898273189,1386.31510113419,1244.9752575028,1244.58179761506,749.481501907803,753.675594134899,1273.20509857003,1055.1217004607,1253.45592779102,1183.56452663362,1407.06199548629,946.879429029117,973.059662125703,949.8877459792,868.993626561284,872.997813553579,892.957405302467,890.498190687606,839.926923356193,827.483501976722,1554.66735284277,1728.93837157772,1732.63939776835,1687.16011987343,1676.16663155518,1724.19493771544,1710.38519914833,1744.71287245878,1870.53153802089,1863.24695484813,1908.81584664495,1913.11874900099,1949.54619331053,2083.10640255732,2072.35955083714,2314.7393012478,2165.99794878678,2354.17739942677,2361.17862345779,2210.90006302623,2493.46626829219,2500.13388014584,2495.59085671166,2433.64838062203,2430.77859984403,2512.66033303561,2608.36250446546,2610.41651616515,2348.43136677802,2602.32044419142,2621.05905381753,2431.01211988299,2406.74089586346,2668.6314095287,2750.54549432315,2567.6856843176,2594.25386635373,2601.1756943306,2600.69589549306,2682.8833110083,2518.11810700749,2927.50914401026,2767.90501722117,2714.92459897607,3054.62030508327,3043.19230666673,2658.42822586692,3574.56232021225,3092.52063109049,2869.67336976584,2879.58649397736,3104.67614348782,3181.73882639938,3281.24541871746,3297.15257374497,3272.69629372355,2911.78479931534,3252.32431833093,3167.41665464976,3313.34103252613,3036.37372861096,3070.82180628093,3012.81493034529,3278.33147324154,3396.41400108947,3370.10087149777,3823.19945106543,3943.3759167867,3692.09107497795,3503.03641720287,3514.23003110628,3860.85171496218,3826.7552101403,3803.91547894858,3607.70262954886,4349.0813595055,4440.30958167801,4640.54147686353
"Sado",926.929502835635,745.587592516641,724.204411170706,602.636480171699,579.879158791897,462.822674914788,438.841163557985,396.942165554187,383.84240834338,338.538594898914,363.814927226438,134.637490677162,28.7418123434242,139.840015180907,208.383596991849,254.730973987579,318.291662042974,366.011153664374,388.866799186102,403.178844707337,419.242577625292,478.323451452221,583.158733242164,576.388229560367,581.432957516099,569.174598745453,634.771094841256,1294.67911312715,1294.39439363102,1303.42427858898,1270.85248645462,1280.77255298315,1280.77255298315,1326.62945815385,1195.19001531128,1339.21229843303,1043.85259188922,1041.49165059112,1333.48776899343,1192.14792536204,1191.75446547429,696.654169767037,700.848261994133,1220.37776642926,1002.29436831993,1200.62859565025,1130.73719449286,1354.23466334552,894.052096888352,920.232329984937,897.060413838435,816.166294420518,820.170481412813,840.130073161701,837.670858546841,787.099591215427,774.656169835957,1501.84002070201,1676.11103943696,1679.81206562759,1634.33278773267,1623.33929941442,1671.36760557467,1657.55786700757,1691.88554031801,1817.70420588012,1810.41962270737,1855.98851450419,1860.29141686022,1896.71886116976,2030.27907041655,2019.53221869638,2261.91196910703,2113.17061664601,2301.350067286,2308.35129131703,2158.07273088547,2440.63893615142,2447.30654800508,2442.76352457089,2380.82104848126,2377.95126770327,2459.83300089484,2555.53517232469,2557.58918402438,2295.60403463725,2549.49311205066,2568.23172167676,2378.18478774222,2353.91356372269,2615.80407738794,2697.71816218239,2514.85835217684,2541.42653421296,2548.34836218983,2547.8685633523,2630.05597886753,2465.29077486672,2874.68181186949,2715.07768508041,2662.09726683531,3001.79297294251,2990.36497452596,2605.60089372615,3521.73498807149,3039.69329894973,2816.84603762507,2826.7591618366,3051.84881134706,3128.91149425861,3228.4180865767,3244.3252416042,3219.86896158279,2858.95746717457,3199.49698619016,3114.58932250899,3260.51370038536,2983.5463964702,3017.99447414016,2959.98759820452,3225.50414110078,3343.5866689487,3317.27353935701,3770.37211892466,3890.54858464594,3639.26374283718,3450.2090850621,3461.40269896551,3808.02438282142,3773.92787799953,3751.08814680782,3554.87529740809,4296.25402736473,4387.48224953724,4587.71414472277
"Tagus",984.959359480148,803.617449161154,782.234267815219,660.666336816211,637.90901543641,520.852531559301,496.871020202498,454.9720221987,441.872264987893,396.568451543427,421.84478387095,192.667347321673,139.840015180907,86.3070959084768,198.524759457106,244.872136452836,308.432824508231,356.152316129631,379.007961651359,393.320007172593,409.383740090549,468.464613917478,573.299895707421,566.529392025624,571.574119981356,559.31576121071,624.912257306513,1284.82027559241,1284.53555609628,1293.56544105423,1260.99364891988,1270.91371544841,1270.91371544841,1316.77062061911,1185.33117777653,1329.35346089829,1033.99375435448,1031.63281305638,1323.62893145868,1182.28908782729,1181.89562793955,686.795332232294,690.98942445939,1210.51892889452,992.435530785192,1190.76975811551,1120.87835695811,1344.37582581078,884.193259353609,910.373492450194,887.201576303692,806.307456885775,810.31164387807,830.271235626958,827.812021012098,777.240753680684,764.797332301214,1491.98118316726,1666.25220190221,1669.95322809284,1624.47395019792,1613.48046187967,1661.50876803993,1647.69902947282,1682.02670278327,1807.84536834538,1800.56078517262,1846.12967696945,1850.43257932548,1886.86002363502,2020.42023288181,2009.67338116163,2252.05313157229,2103.31177911127,2291.49122975126,2298.49245378228,2148.21389335073,2430.78009861668,2437.44771047033,2432.90468703615,2370.96221094652,2368.09243016852,2449.9741633601,2545.67633478995,2547.73034648964,2285.74519710251,2539.63427451591,2558.37288414202,2368.32595020748,2344.05472618795,2605.94523985319,2687.85932464764,2504.99951464209,2531.56769667822,2538.48952465509,2538.00972581755,2620.19714133279,2455.43193733198,2864.82297433475,2705.21884754566,2652.23842930056,2991.93413540776,2980.50613699122,2595.74205619141,3511.87615053674,3029.83446141499,2806.98720009033,2816.90032430185,3041.98997381232,3119.05265672387,3218.55924904196,3234.46640406946,3210.01012404804,2849.09862963983,3189.63814865542,3104.73048497425,3250.65486285062,2973.68755893545,3008.13563660542,2950.12876066978,3215.64530356604,3333.72783141396,3307.41470182226,3760.51328138992,3880.68974711119,3629.40490530244,3440.35024752736,3451.54386143077,3798.16554528667,3764.06904046479,3741.22930927307,3545.01645987335,4286.39518982999,4377.6234120025,4577.85530718802
"Alcoa",1053.50294129109,872.161030972095,850.777849626159,729.209918627152,706.452597247351,589.396113370241,565.414602013438,523.51560400964,510.415846798834,465.112033354368,490.388365681891,261.210929132615,208.383596991849,198.524759457106,7.50198766296404,96.9120570828806,160.472745138276,208.192236759675,231.047882281403,245.359927802638,261.423660720594,320.504534547522,425.339816337465,418.569312655669,423.6140406114,411.355681840754,476.952177936557,1136.86019622245,1136.57547672632,1145.60536168428,1113.03356954992,1122.95363607846,1122.95363607846,1168.81054124915,1037.37109840658,1181.39338152833,886.03367498452,883.672733686423,1175.66885208873,1034.32900845734,1033.9355485696,538.835252862339,543.029345089434,1062.55884952456,844.475451415236,1042.80967874555,972.918277588157,1196.41574644082,736.233179983653,762.413413080239,739.241496933736,658.34737751582,662.351564508115,682.311156257003,679.851941642142,629.280674310729,616.837252931258,1344.02110379731,1518.29212253226,1521.99314872289,1476.51387082797,1465.52038250972,1513.54868866997,1499.73895010287,1534.06662341331,1659.88528897543,1652.60070580267,1698.16959759949,1702.47249995552,1738.89994426506,1872.46015351185,1861.71330179168,2104.09305220233,1955.35169974131,2143.53115038131,2150.53237441233,2000.25381398077,2282.82001924672,2289.48763110038,2284.94460766619,2223.00213157657,2220.13235079857,2302.01408399014,2397.71625541999,2399.77026711968,2137.78511773255,2391.67419514596,2410.41280477206,2220.36587083752,2196.094646818,2457.98516048324,2539.89924527769,2357.03943527214,2383.60761730826,2390.52944528513,2390.0496464476,2472.23706196283,2307.47185796202,2716.8628949648,2557.25876817571,2504.27834993061,2843.97405603781,2832.54605762126,2447.78197682145,3363.91607116679,2881.87438204503,2659.02712072037,2668.9402449319,2894.02989444236,2971.09257735391,3070.599169672,3086.50632469951,3062.05004467809,2701.13855026988,3041.67806928547,2956.77040560429,3102.69478348066,2825.7274795655,2860.17555723546,2802.16868129982,3067.68522419608,3185.76775204401,3159.45462245231,3612.55320201997,3732.72966774124,3481.44482593248,3292.3901681574,3303.58378206081,3650.20546591672,3616.10896109483,3593.26922990312,3397.0563805034,4138.43511046003,4229.66333263255,4429.89522781807
"Mondego",1099.85031828682,918.508407967826,897.12522662189,775.557295622883,752.799974243082,635.743490365972,611.761979009169,569.862981005372,556.763223794565,511.459410350099,536.735742677622,307.558306128345,254.730973987579,244.872136452836,96.9120570828806,7.67812167995804,90.8238639354363,138.543355556836,161.399001078564,175.711046599798,191.774779517754,250.855653344683,355.690935134626,348.920431452829,353.965159408561,341.706800637915,407.303296733718,1067.21131501962,1066.92659552348,1075.95648048144,1043.38468834708,1053.30475487562,1053.30475487562,1099.16166004632,967.722217203737,1111.74450032549,816.38479378168,814.023852483583,1106.01997088589,964.680127254497,964.286667366755,469.186371659499,473.380463886595,992.909968321722,774.826570212397,973.160797542715,903.269396385317,1126.76686523798,666.584298780813,692.764531877399,669.592615730897,588.69849631298,592.702683305275,612.662275054163,610.203060439303,559.631793107889,547.188371728419,1274.37222259447,1448.64324132942,1452.34426752005,1406.86498962513,1395.87150130688,1443.89980746713,1430.09006890003,1464.41774221047,1590.23640777259,1582.95182459983,1628.52071639665,1632.82361875268,1669.25106306222,1802.81127230901,1792.06442058884,2034.44417099949,1885.70281853847,2073.88226917847,2080.88349320949,1930.60493277793,2213.17113804388,2219.83874989754,2215.29572646335,2153.35325037373,2150.48346959573,2232.3652027873,2328.06737421716,2330.12138591684,2068.13623652971,2322.02531394312,2340.76392356922,2150.71698963468,2126.44576561516,2388.3362792804,2470.25036407485,2287.3905540693,2313.95873610542,2320.8805640823,2320.40076524476,2402.58818075999,2237.82297675918,2647.21401376195,2487.60988697287,2434.62946872777,2774.32517483497,2762.89717641842,2378.13309561861,3294.26718996395,2812.22550084219,2589.37823951753,2599.29136372906,2824.38101323952,2901.44369615107,3000.95028846916,3016.85744349666,2992.40116347525,2631.48966906704,2972.02918808263,2887.12152440145,3033.04590227782,2756.07859836266,2790.52667603262,2732.51980009698,2998.03634299324,3116.11887084117,3089.80574124947,3542.90432081713,3663.0807865384,3411.79594472964,3222.74128695456,3233.93490085797,3580.55658471388,3546.46007989199,3523.62034870028,3327.40749930056,4068.78622925719,4160.0144514297,4360.24634661523
"Vouga",1163.41100634221,982.069096023221,960.685914677286,839.117983678278,816.360662298477,699.304178421367,675.322667064564,633.423669060767,620.32391184996,575.020098405494,600.296430733018,371.11899418374,318.291662042974,308.432824508231,160.472745138276,90.8238639354363,23.099687214478,86.2651175566999,109.120763078428,123.432808599663,139.496541517618,198.577415344547,303.41269713449,296.642193452693,301.686921408425,289.428562637779,355.025058733582,1014.93307701948,1014.64835752335,1023.6782424813,991.106450346944,1001.02651687548,1001.02651687548,1046.88342204618,915.443979203601,1059.46626232536,764.106555781544,761.745614483448,1053.74173288575,912.401889254361,912.00842936662,416.908133659363,421.102225886459,940.631730321586,722.548332212261,920.882559542579,850.991158385182,1074.48862723785,614.306060780678,640.486293877263,617.314377730761,536.420258312844,540.424445305139,560.384037054027,557.924822439167,507.353555107753,494.910133728283,1222.09398459433,1396.36500332928,1400.06602951991,1354.58675162499,1343.59326330674,1391.621569467,1377.81183089989,1412.13950421034,1537.95816977245,1530.67358659969,1576.24247839651,1580.54538075255,1616.97282506209,1750.53303430888,1739.7861825887,1982.16593299936,1833.42458053834,2021.60403117833,2028.60525520935,1878.32669477779,2160.89290004375,2167.5605118974,2163.01748846322,2101.07501237359,2098.20523159559,2180.08696478717,2275.78913621702,2277.84314791671,2015.85799852958,2269.74707594298,2288.48568556909,2098.43875163455,2074.16752761502,2336.05804128026,2417.97212607471,2235.11231606916,2261.68049810529,2268.60232608216,2268.12252724462,2350.30994275986,2185.54473875905,2594.93577576182,2435.33164897273,2382.35123072763,2722.04693683483,2710.61893841829,2325.85485761848,3241.98895196381,2759.94726284205,2537.1000015174,2547.01312572892,2772.10277523938,2849.16545815094,2948.67205046902,2964.57920549653,2940.12292547511,2579.2114310669,2919.75095008249,2834.84328640132,2980.76766427769,2703.80036036252,2738.24843803249,2680.24156209685,2945.7581049931,3063.84063284103,3037.52750324933,3490.62608281699,3610.80254853826,3359.51770672951,3170.46304895442,3181.65666285784,3528.27834671374,3494.18184189186,3471.34211070014,3275.12926130042,4016.50799125706,4107.73621342957,4307.96810861509
"Douro",1211.13049796361,1029.78858764462,1008.40540629869,886.837475299678,864.080153919877,747.023670042767,723.042158685964,681.143160682166,668.04340347136,622.739590026894,648.015922354417,418.838485805139,366.011153664374,356.152316129631,208.192236759675,138.543355556836,86.2651175566999,5.828728664941,55.4160359546699,60.4748174673258,76.5385503852815,135.61942421221,240.454706002153,233.684202320357,238.728930276088,226.470571505442,292.067067601245,951.975085887143,951.690366391009,960.720251348964,928.148459214607,938.068525743143,938.068525743143,983.925430913843,852.485988071265,996.508271193021,701.148564649208,698.787623351111,990.783741753417,849.443898122024,849.050438234283,353.950142527027,358.144234754122,877.673739189249,659.590341079924,857.924568410242,788.033167252845,1011.53063610551,551.348069648341,577.528302744927,554.356386598424,473.462267180507,477.466454172802,497.426045921691,494.96683130683,444.395563975416,431.952142595946,1159.135993462,1333.40701219695,1337.10803838758,1291.62876049266,1280.63527217441,1328.66357833466,1314.85383976756,1349.181513078,1475.00017864011,1467.71559546735,1513.28448726418,1517.58738962021,1554.01483392975,1687.57504317654,1676.82819145637,1919.20794186702,1770.466589406,1958.64604004599,1965.64726407702,1815.36870364546,2097.93490891141,2104.60252076507,2100.05949733088,2038.11702124125,2035.24724046326,2117.12897365483,2212.83114508468,2214.88515678437,1952.90000739724,2206.78908481064,2225.52769443675,2035.48076050221,2011.20953648268,2273.10005014793,2355.01413494238,2172.15432493683,2198.72250697295,2205.64433494982,2205.16453611229,2287.35195162752,2122.58674762671,2531.97778462948,2372.3736578404,2319.3932395953,2659.0889457025,2647.66094728595,2262.89686648614,3179.03096083147,2696.98927170972,2474.14201038506,2484.05513459659,2709.14478410705,2786.2074670186,2885.71405933669,2901.62121436419,2877.16493434278,2516.25343993456,2856.79295895016,2771.88529526898,2917.80967314535,2640.84236923019,2675.29044690015,2617.28357096451,2882.80011386077,3000.88264170869,2974.569512117,3427.66809168465,3547.84455740593,3296.55971559717,3107.50505782209,3118.6986717255,3465.32035558141,3431.22385075952,3408.38411956781,3212.17127016808,3953.55000012472,4044.77822229723,4245.01011748276
"Ave",1233.98614348534,1052.64423316635,1031.26105182041,909.693120821405,886.935799441604,769.879315564494,745.897804207691,703.998806203893,690.899048993087,645.59523554862,670.871567876144,441.694131326868,388.866799186102,379.007961651359,231.047882281403,161.399001078564,109.120763078428,55.4160359546699,4.73439342079014,46.4345907205484,62.4983236385041,121.579197465433,226.414479255376,219.643975573579,224.688703529311,212.430344758665,278.026840854468,937.934859140366,937.650139644232,946.680024602187,914.10823246783,924.028298996366,924.028298996366,969.885204167065,838.445761324487,982.468044446244,687.10833790243,684.747396604334,976.743515006639,835.403671375247,835.010211487506,339.909915780249,344.104008007345,863.633512442472,645.550114333147,843.884341663465,773.992940506067,997.490409358731,537.307842901564,563.488075998149,540.316159851647,459.42204043373,463.426227426025,483.385819174913,480.926604560053,430.355337228639,417.911915849169,1145.09576671522,1319.36678545017,1323.0678116408,1277.58853374588,1266.59504542763,1314.62335158788,1300.81361302078,1335.14128633122,1460.95995189334,1453.67536872058,1499.2442605174,1503.54716287343,1539.97460718297,1673.53481642976,1662.78796470959,1905.16771512024,1756.42636265922,1944.60581329922,1951.60703733024,1801.32847689868,2083.89468216463,2090.56229401829,2086.0192705841,2024.07679449448,2021.20701371648,2103.08874690806,2198.79091833791,2200.84493003759,1938.85978065046,2192.74885806387,2211.48746768997,2021.44053375543,1997.16930973591,2259.05982340115,2340.9739081956,2158.11409819005,2184.68228022617,2191.60410820305,2191.12430936551,2273.31172488074,2108.54652087993,2517.93755788271,2358.33343109362,2305.35301284852,2645.04871895572,2633.62072053917,2248.85663973936,3164.9907340847,2682.94904496294,2460.10178363828,2470.01490784981,2695.10455736027,2772.16724027182,2871.67383258991,2887.58098761742,2863.124707596,2502.21321318779,2842.75273220338,2757.8450685222,2903.76944639857,2626.80214248341,2661.25022015337,2603.24334421773,2868.75988711399,2986.84241496192,2960.52928537022,3413.62786493788,3533.80433065915,3282.5194888504,3093.46483107531,3104.65844497872,3451.28012883463,3417.18362401274,3394.34389282103,3198.13104342131,3939.50977337794,4030.73799555045,4230.96989073598
"Cavado",1248.29818900658,1066.95627868758,1045.57309734165,924.005166342639,901.247844962838,784.191361085728,760.209849728925,718.310851725128,705.211094514321,659.907281069855,685.183613397378,456.006176848102,403.178844707337,393.320007172593,245.359927802638,175.711046599798,123.432808599663,60.4748174673258,46.4345907205484,3.76719149065812,39.9348713742682,99.0157452011969,203.85102699114,197.080523309343,202.125251265075,189.866892494429,255.463388590232,915.37140687613,915.086687379996,924.116572337951,891.544780203594,901.46484673213,901.46484673213,947.321751902829,815.882309060251,959.904592182008,664.544885638194,662.183944340098,954.180062742403,812.840219111011,812.44675922327,317.346463516013,321.540555743109,841.070060178236,622.986662068911,821.320889399229,751.429488241831,974.926957094495,514.744390637328,540.924623733913,517.752707587411,436.858588169494,440.862775161789,460.822366910677,458.363152295817,407.791884964403,395.348463584933,1122.53231445098,1296.80333318593,1300.50435937656,1255.02508148164,1244.03159316339,1292.05989932365,1278.25016075654,1312.57783406699,1438.3964996291,1431.11191645634,1476.68080825316,1480.9837106092,1517.41115491874,1650.97136416553,1640.22451244535,1882.60426285601,1733.86291039499,1922.04236103498,1929.043585066,1778.76502463444,2061.3312299004,2067.99884175405,2063.45581831987,2001.51334223024,1998.64356145224,2080.52529464382,2176.22746607367,2178.28147777336,1916.29632838623,2170.18540579963,2188.92401542574,1998.8770814912,1974.60585747167,2236.49637113691,2318.41045593136,2135.55064592581,2162.11882796194,2169.04065593881,2168.56085710127,2250.74827261651,2085.9830686157,2495.37410561847,2335.76997882938,2282.78956058428,2622.48526669148,2611.05726827494,2226.29318747513,3142.42728182046,2660.3855926987,2437.53833137405,2447.45145558557,2672.54110509604,2749.60378800759,2849.11038032568,2865.01753535318,2840.56125533176,2479.64976092355,2820.18927993914,2735.28161625797,2881.20599413434,2604.23869021917,2638.68676788914,2580.6798919535,2846.19643484975,2964.27896269768,2937.96583310598,3391.06441267364,3511.24087839491,3259.95603658616,3070.90137881108,3082.09499271449,3428.71667657039,3394.62017174851,3371.78044055679,3175.56759115707,3916.94632111371,4008.17454328622,4208.40643847174
