nom des bv;Guadalquivir;Guadiana;Sado;Tagus;Mondego;Douro;Lima;Minho;Lerez;Ulla;Mandeo;Landro;Masma;Eo;Navia;Esva;Nalon_Narcea;Sella;Nansa;Pas;Ason;Nervion;Deva_Cares;Oria;Urumea;Bidassoa;Nivelle;Adour;Leyre;Garonne;Seudre;Charente;Sevre_Niortaise;Lay;Auzance;Loire;Vilaine;Blavet;Scorff;Odet;Aulne;Elorn;Leguer;Leff;Trieux;Rance;Couesnon;Selune;Sienne;Douve;Vire;Orne;Dives;Touques;Seine;Bresle;Somme;Authie;Canche;Aa;Yser;Escaut;Meuse;Rhine;Ems;Weser;Elbe;Eider;Vida;Otra;Lagen;Drammens;Glomma
Final states;2;2;2;2;2;1;2;1;2;2;2;1;1;1;0;1;1;0;1;1;1;1;2;2;2;2;2;2;2;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
year of first non nul reproduction;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;4;4;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;0;0;0;0
year of last nul reproduction;3;3;3;3;3;3;3;3;3;3;3;3;3;3;100;3;3;100;3;7;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;8;18;8;47;47;62;86;87;96;100;100;100;99;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
mean last recruitment;5394089;4700545.7;558475.3;5827869.2;326019.7;50844.4;125044.7;5941.3;23339.2;122994.4;13744.6;7018.5;6398.1;235.2;0;176.9;160.3;0;288.9;1127.3;10640.8;2051.8;46383;32226.4;10077.4;24206.9;5714.2;934789.5;155113.9;12971;10918.9;285529;994166.3;91796.7;26992.4;1162;1403.4;639;4756.3;40;20.8;14.9;8.2;4.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
geo mean of last 10 years R/alpha;1.051703131;0.990298357;0.999244335;1.025690899;0.922734793;0.009963295;0.899358392;0.009951292;0.94219015;0.929841598;0.89357596;0.695979161;0.52364417;0.007231186;0;0.010336221;0.001114956;0;0.031383582;0.064338897;0.617797891;0.033357508;0.882795675;0.822576034;0.918799766;0.845436227;1.014619544;0.951197439;1.054640856;0.002198559;0.889354187;0.282137833;0.243834524;0.817815434;0.918081991;1.88E-04;0.002524217;0.005391475;0.151524707;0.002127539;5.63E-04;0.001407441;4.71E-04;3.53E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mean last percentage of autochtone;95.22884019;90.59081382;59.90344414;98.32705155;55.42607041;34.16605331;78.69315645;14.39491172;62.79167068;91.99457466;79.01742901;79.24569492;82.05903864;15.62266641;0;12.98024807;11.65382879;0;6.009735468;12.23481002;51.65994711;14.72568981;76.35581251;65.62423812;36.58831979;58.12365474;23.24194567;99.50361396;85.09846459;30.48321802;37.41078245;88.71101653;98.07038799;81.8863996;59.78909819;15.83137378;11.47193273;9.723619522;42.3406452;1.138656426;2.949369471;0.666666667;1.666666667;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
