interdistance,weightOfDeathBasin,ratioS95S50,nbInd,pHoming,fs2,fs1,bn1,replicat,bn2,surfaceOfBV2,surfaceOfBV1
100,0.4,2.0,5000,0.5,2,2,BV1,4,BV2,100000,10000
100,0.4,2.0,5000,0.5,2,2,BV1,3,BV2,100000,10000
100,0.4,2.0,5000,0.5,2,2,BV1,2,BV2,100000,10000
100,0.4,2.0,5000,0.5,2,2,BV1,1,BV2,100000,10000
100,0.4,2.0,5000,0.5,2,2,BV1,0,BV2,100000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,9,BV2,100000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,8,BV2,100000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,7,BV2,100000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,6,BV2,100000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,5,BV2,100000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,4,BV2,100000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,3,BV2,100000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,2,BV2,100000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,1,BV2,100000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,0,BV2,100000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,9,BV2,100000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,8,BV2,100000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,7,BV2,100000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,6,BV2,100000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,5,BV2,100000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,4,BV2,100000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,3,BV2,100000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,2,BV2,100000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,1,BV2,100000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,0,BV2,100000,10000
300,0.4,2.0,5000,0.5,2,2,BV1,9,BV2,10000,10000
300,0.4,2.0,5000,0.5,2,2,BV1,8,BV2,10000,10000
300,0.4,2.0,5000,0.5,2,2,BV1,7,BV2,10000,10000
300,0.4,2.0,5000,0.5,2,2,BV1,6,BV2,10000,10000
300,0.4,2.0,5000,0.5,2,2,BV1,5,BV2,10000,10000
300,0.4,2.0,5000,0.5,2,2,BV1,4,BV2,10000,10000
300,0.4,2.0,5000,0.5,2,2,BV1,3,BV2,10000,10000
300,0.4,2.0,5000,0.5,2,2,BV1,2,BV2,10000,10000
300,0.4,2.0,5000,0.5,2,2,BV1,1,BV2,10000,10000
300,0.4,2.0,5000,0.5,2,2,BV1,0,BV2,10000,10000
100,0.4,2.0,5000,0.5,2,2,BV1,9,BV2,10000,10000
100,0.4,2.0,5000,0.5,2,2,BV1,8,BV2,10000,10000
100,0.4,2.0,5000,0.5,2,2,BV1,7,BV2,10000,10000
100,0.4,2.0,5000,0.5,2,2,BV1,6,BV2,10000,10000
100,0.4,2.0,5000,0.5,2,2,BV1,5,BV2,10000,10000
100,0.4,2.0,5000,0.5,2,2,BV1,4,BV2,10000,10000
100,0.4,2.0,5000,0.5,2,2,BV1,3,BV2,10000,10000
100,0.4,2.0,5000,0.5,2,2,BV1,2,BV2,10000,10000
100,0.4,2.0,5000,0.5,2,2,BV1,1,BV2,10000,10000
100,0.4,2.0,5000,0.5,2,2,BV1,0,BV2,10000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,9,BV2,10000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,8,BV2,10000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,7,BV2,10000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,6,BV2,10000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,5,BV2,10000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,4,BV2,10000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,3,BV2,10000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,2,BV2,10000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,1,BV2,10000,10000
300,0.2,2.0,5000,0.5,2,2,BV1,0,BV2,10000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,9,BV2,10000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,8,BV2,10000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,7,BV2,10000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,6,BV2,10000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,5,BV2,10000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,4,BV2,10000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,3,BV2,10000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,2,BV2,10000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,1,BV2,10000,10000
100,0.2,2.0,5000,0.5,2,2,BV1,0,BV2,10000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,9,BV2,100000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,8,BV2,100000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,7,BV2,100000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,6,BV2,100000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,5,BV2,100000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,4,BV2,100000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,3,BV2,100000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,2,BV2,100000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,1,BV2,100000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,0,BV2,100000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,9,BV2,100000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,8,BV2,100000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,7,BV2,100000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,6,BV2,100000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,5,BV2,100000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,4,BV2,100000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,3,BV2,100000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,2,BV2,100000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,1,BV2,100000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,0,BV2,100000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,9,BV2,100000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,8,BV2,100000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,7,BV2,100000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,6,BV2,100000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,5,BV2,100000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,4,BV2,100000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,3,BV2,100000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,2,BV2,100000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,1,BV2,100000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,0,BV2,100000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,9,BV2,100000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,8,BV2,100000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,7,BV2,100000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,6,BV2,100000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,5,BV2,100000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,4,BV2,100000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,3,BV2,100000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,2,BV2,100000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,1,BV2,100000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,0,BV2,100000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,9,BV2,10000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,8,BV2,10000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,7,BV2,10000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,6,BV2,10000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,5,BV2,10000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,4,BV2,10000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,3,BV2,10000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,2,BV2,10000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,1,BV2,10000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,0,BV2,10000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,9,BV2,10000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,8,BV2,10000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,7,BV2,10000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,6,BV2,10000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,5,BV2,10000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,4,BV2,10000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,3,BV2,10000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,2,BV2,10000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,1,BV2,10000,100000
100,0.4,1.8,5000,0.5,0,0,BV1,0,BV2,10000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,9,BV2,10000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,8,BV2,10000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,7,BV2,10000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,6,BV2,10000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,5,BV2,10000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,4,BV2,10000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,3,BV2,10000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,2,BV2,10000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,1,BV2,10000,100000
300,0.2,1.8,5000,0.5,0,0,BV1,0,BV2,10000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,9,BV2,10000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,8,BV2,10000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,7,BV2,10000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,6,BV2,10000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,5,BV2,10000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,4,BV2,10000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,3,BV2,10000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,2,BV2,10000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,1,BV2,10000,100000
100,0.2,1.8,5000,0.5,0,0,BV1,0,BV2,10000,100000
300,0.4,1.8,5000,0.5,0,0,BV1,9,BV2,100000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,8,BV2,100000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,7,BV2,100000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,6,BV2,100000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,5,BV2,100000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,4,BV2,100000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,3,BV2,100000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,2,BV2,100000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,1,BV2,100000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,0,BV2,100000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,9,BV2,100000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,8,BV2,100000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,7,BV2,100000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,6,BV2,100000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,5,BV2,100000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,4,BV2,100000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,3,BV2,100000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,2,BV2,100000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,1,BV2,100000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,0,BV2,100000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,9,BV2,100000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,8,BV2,100000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,7,BV2,100000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,6,BV2,100000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,5,BV2,100000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,4,BV2,100000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,3,BV2,100000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,2,BV2,100000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,1,BV2,100000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,0,BV2,100000,10000
100,0.2,1.8,5000,0.5,0,0,BV1,9,BV2,100000,10000
100,0.2,1.8,5000,0.5,2,2,BV1,8,BV2,100000,10000
100,0.2,1.8,5000,0.5,0,0,BV1,7,BV2,100000,10000
100,0.2,1.8,5000,0.5,0,0,BV1,6,BV2,100000,10000
100,0.2,1.8,5000,0.5,0,0,BV1,5,BV2,100000,10000
100,0.2,1.8,5000,0.5,0,0,BV1,4,BV2,100000,10000
100,0.2,1.8,5000,0.5,0,0,BV1,3,BV2,100000,10000
100,0.2,1.8,5000,0.5,0,0,BV1,2,BV2,100000,10000
100,0.2,1.8,5000,0.5,0,0,BV1,1,BV2,100000,10000
100,0.2,1.8,5000,0.5,0,0,BV1,0,BV2,100000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,9,BV2,10000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,8,BV2,10000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,7,BV2,10000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,6,BV2,10000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,5,BV2,10000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,4,BV2,10000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,3,BV2,10000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,2,BV2,10000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,1,BV2,10000,10000
300,0.4,1.8,5000,0.5,0,0,BV1,0,BV2,10000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,9,BV2,10000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,8,BV2,10000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,7,BV2,10000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,6,BV2,10000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,5,BV2,10000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,4,BV2,10000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,3,BV2,10000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,2,BV2,10000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,1,BV2,10000,10000
100,0.4,1.8,5000,0.5,0,0,BV1,0,BV2,10000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,9,BV2,10000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,8,BV2,10000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,7,BV2,10000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,6,BV2,10000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,5,BV2,10000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,4,BV2,10000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,3,BV2,10000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,2,BV2,10000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,1,BV2,10000,10000
300,0.2,1.8,5000,0.5,0,0,BV1,0,BV2,10000,10000
100,0.2,1.8,5000,0.5,0,0,BV1,9,BV2,10000,10000
100,0.2,1.8,5000,0.5,0,0,BV1,8,BV2,10000,10000
100,0.2,1.8,5000,0.5,2,2,BV1,7,BV2,10000,10000
100,0.2,1.8,5000,0.5,0,0,BV1,6,BV2,10000,10000
100,0.2,1.8,5000,0.5,2,2,BV1,5,BV2,10000,10000
100,0.2,1.8,5000,0.5,0,0,BV1,4,BV2,10000,10000
100,0.2,1.8,5000,0.5,0,0,BV1,3,BV2,10000,10000
100,0.2,1.8,5000,0.5,2,2,BV1,2,BV2,10000,10000
100,0.2,1.8,5000,0.5,0,0,BV1,1,BV2,10000,10000
100,0.2,1.8,5000,0.5,0,0,BV1,0,BV2,10000,10000
300,0.4,2.0,500,0.9,2,2,BV1,9,BV2,100000,100000
300,0.4,2.0,500,0.9,2,2,BV1,8,BV2,100000,100000
300,0.4,2.0,500,0.9,2,2,BV1,7,BV2,100000,100000
300,0.4,2.0,500,0.9,2,2,BV1,6,BV2,100000,100000
300,0.4,2.0,500,0.9,2,2,BV1,5,BV2,100000,100000
300,0.4,2.0,500,0.9,2,2,BV1,4,BV2,100000,100000
300,0.4,2.0,500,0.9,2,2,BV1,3,BV2,100000,100000
300,0.4,2.0,500,0.9,2,2,BV1,2,BV2,100000,100000
300,0.4,2.0,500,0.9,2,2,BV1,1,BV2,100000,100000
300,0.4,2.0,500,0.9,2,2,BV1,0,BV2,100000,100000
100,0.4,2.0,500,0.9,2,2,BV1,9,BV2,100000,100000
100,0.4,2.0,500,0.9,2,2,BV1,8,BV2,100000,100000
100,0.4,2.0,500,0.9,2,2,BV1,7,BV2,100000,100000
100,0.4,2.0,500,0.9,2,2,BV1,6,BV2,100000,100000
100,0.4,2.0,500,0.9,2,2,BV1,5,BV2,100000,100000
100,0.4,2.0,500,0.9,2,2,BV1,4,BV2,100000,100000
100,0.4,2.0,500,0.9,2,2,BV1,3,BV2,100000,100000
100,0.4,2.0,500,0.9,2,2,BV1,2,BV2,100000,100000
100,0.4,2.0,500,0.9,2,2,BV1,1,BV2,100000,100000
100,0.4,2.0,500,0.9,2,2,BV1,0,BV2,100000,100000
300,0.2,2.0,500,0.9,2,2,BV1,9,BV2,100000,100000
300,0.2,2.0,500,0.9,2,2,BV1,8,BV2,100000,100000
300,0.2,2.0,500,0.9,2,2,BV1,7,BV2,100000,100000
300,0.2,2.0,500,0.9,2,2,BV1,6,BV2,100000,100000
300,0.2,2.0,500,0.9,2,2,BV1,5,BV2,100000,100000
300,0.2,2.0,500,0.9,2,2,BV1,4,BV2,100000,100000
300,0.2,2.0,500,0.9,2,2,BV1,3,BV2,100000,100000
300,0.2,2.0,500,0.9,2,2,BV1,2,BV2,100000,100000
300,0.2,2.0,500,0.9,2,2,BV1,1,BV2,100000,100000
300,0.2,2.0,500,0.9,2,2,BV1,0,BV2,100000,100000
100,0.2,2.0,500,0.9,2,2,BV1,9,BV2,100000,100000
100,0.2,2.0,500,0.9,2,2,BV1,8,BV2,100000,100000
100,0.2,2.0,500,0.9,2,2,BV1,7,BV2,100000,100000
100,0.2,2.0,500,0.9,2,2,BV1,6,BV2,100000,100000
100,0.2,2.0,500,0.9,2,2,BV1,5,BV2,100000,100000
100,0.2,2.0,500,0.9,2,2,BV1,4,BV2,100000,100000
100,0.2,2.0,500,0.9,2,2,BV1,3,BV2,100000,100000
100,0.2,2.0,500,0.9,2,2,BV1,2,BV2,100000,100000
100,0.2,2.0,500,0.9,2,2,BV1,1,BV2,100000,100000
100,0.2,2.0,500,0.9,2,2,BV1,0,BV2,100000,100000
300,0.4,2.0,500,0.9,2,2,BV1,9,BV2,10000,100000
300,0.4,2.0,500,0.9,2,2,BV1,8,BV2,10000,100000
300,0.4,2.0,500,0.9,2,2,BV1,7,BV2,10000,100000
300,0.4,2.0,500,0.9,2,2,BV1,6,BV2,10000,100000
300,0.4,2.0,500,0.9,2,2,BV1,5,BV2,10000,100000
300,0.4,2.0,500,0.9,2,2,BV1,4,BV2,10000,100000
300,0.4,2.0,500,0.9,2,2,BV1,3,BV2,10000,100000
300,0.4,2.0,500,0.9,2,2,BV1,2,BV2,10000,100000
300,0.4,2.0,500,0.9,2,2,BV1,1,BV2,10000,100000
300,0.4,2.0,500,0.9,2,2,BV1,0,BV2,10000,100000
100,0.4,2.0,500,0.9,2,2,BV1,9,BV2,10000,100000
100,0.4,2.0,500,0.9,2,2,BV1,8,BV2,10000,100000
100,0.4,2.0,500,0.9,2,2,BV1,7,BV2,10000,100000
100,0.4,2.0,500,0.9,2,2,BV1,6,BV2,10000,100000
100,0.4,2.0,500,0.9,2,2,BV1,5,BV2,10000,100000
100,0.4,2.0,500,0.9,2,2,BV1,4,BV2,10000,100000
100,0.4,2.0,500,0.9,2,2,BV1,3,BV2,10000,100000
100,0.4,2.0,500,0.9,2,2,BV1,2,BV2,10000,100000
100,0.4,2.0,500,0.9,2,2,BV1,1,BV2,10000,100000
100,0.4,2.0,500,0.9,2,2,BV1,0,BV2,10000,100000
300,0.2,2.0,500,0.9,2,2,BV1,9,BV2,10000,100000
300,0.2,2.0,500,0.9,2,2,BV1,8,BV2,10000,100000
300,0.2,2.0,500,0.9,2,2,BV1,7,BV2,10000,100000
300,0.2,2.0,500,0.9,2,2,BV1,6,BV2,10000,100000
300,0.2,2.0,500,0.9,2,2,BV1,5,BV2,10000,100000
300,0.2,2.0,500,0.9,2,2,BV1,4,BV2,10000,100000
300,0.2,2.0,500,0.9,2,2,BV1,3,BV2,10000,100000
300,0.2,2.0,500,0.9,2,2,BV1,2,BV2,10000,100000
300,0.2,2.0,500,0.9,2,2,BV1,1,BV2,10000,100000
300,0.2,2.0,500,0.9,2,2,BV1,0,BV2,10000,100000
100,0.2,2.0,500,0.9,2,2,BV1,9,BV2,10000,100000
100,0.2,2.0,500,0.9,2,2,BV1,8,BV2,10000,100000
100,0.2,2.0,500,0.9,2,2,BV1,7,BV2,10000,100000
100,0.2,2.0,500,0.9,2,2,BV1,6,BV2,10000,100000
100,0.2,2.0,500,0.9,2,2,BV1,5,BV2,10000,100000
100,0.2,2.0,500,0.9,2,2,BV1,4,BV2,10000,100000
100,0.2,2.0,500,0.9,2,2,BV1,3,BV2,10000,100000
100,0.2,2.0,500,0.9,2,2,BV1,2,BV2,10000,100000
100,0.2,2.0,500,0.9,2,2,BV1,1,BV2,10000,100000
100,0.2,2.0,500,0.9,2,2,BV1,0,BV2,10000,100000
300,0.4,2.0,500,0.9,2,2,BV1,9,BV2,100000,10000
300,0.4,2.0,500,0.9,2,2,BV1,8,BV2,100000,10000
300,0.4,2.0,500,0.9,2,2,BV1,7,BV2,100000,10000
300,0.4,2.0,500,0.9,2,2,BV1,6,BV2,100000,10000
300,0.4,2.0,500,0.9,2,2,BV1,5,BV2,100000,10000
300,0.4,2.0,500,0.9,2,2,BV1,4,BV2,100000,10000
300,0.4,2.0,500,0.9,2,2,BV1,3,BV2,100000,10000
300,0.4,2.0,500,0.9,2,2,BV1,2,BV2,100000,10000
300,0.4,2.0,500,0.9,2,2,BV1,1,BV2,100000,10000
300,0.4,2.0,500,0.9,2,2,BV1,0,BV2,100000,10000
100,0.4,2.0,500,0.9,2,2,BV1,9,BV2,100000,10000
100,0.4,2.0,500,0.9,2,2,BV1,8,BV2,100000,10000
100,0.4,2.0,500,0.9,2,2,BV1,7,BV2,100000,10000
100,0.4,2.0,500,0.9,2,2,BV1,6,BV2,100000,10000
100,0.4,2.0,500,0.9,2,2,BV1,5,BV2,100000,10000
100,0.4,2.0,500,0.9,2,2,BV1,4,BV2,100000,10000
100,0.4,2.0,500,0.9,2,2,BV1,3,BV2,100000,10000
100,0.4,2.0,500,0.9,2,2,BV1,2,BV2,100000,10000
100,0.4,2.0,500,0.9,2,2,BV1,1,BV2,100000,10000
100,0.4,2.0,500,0.9,2,2,BV1,0,BV2,100000,10000
300,0.2,2.0,500,0.9,2,2,BV1,9,BV2,100000,10000
300,0.2,2.0,500,0.9,2,2,BV1,8,BV2,100000,10000
300,0.2,2.0,500,0.9,2,2,BV1,7,BV2,100000,10000
300,0.2,2.0,500,0.9,2,2,BV1,6,BV2,100000,10000
300,0.2,2.0,500,0.9,2,2,BV1,5,BV2,100000,10000
300,0.2,2.0,500,0.9,2,2,BV1,4,BV2,100000,10000
300,0.2,2.0,500,0.9,2,2,BV1,3,BV2,100000,10000
300,0.2,2.0,500,0.9,2,2,BV1,2,BV2,100000,10000
300,0.2,2.0,500,0.9,2,2,BV1,1,BV2,100000,10000
300,0.2,2.0,500,0.9,2,2,BV1,0,BV2,100000,10000
100,0.2,2.0,500,0.9,2,2,BV1,9,BV2,100000,10000
100,0.2,2.0,500,0.9,2,2,BV1,8,BV2,100000,10000
100,0.2,2.0,500,0.9,2,2,BV1,7,BV2,100000,10000
100,0.2,2.0,500,0.9,2,2,BV1,6,BV2,100000,10000
100,0.2,2.0,500,0.9,2,2,BV1,5,BV2,100000,10000
100,0.2,2.0,500,0.9,2,2,BV1,4,BV2,100000,10000
100,0.2,2.0,500,0.9,2,2,BV1,3,BV2,100000,10000
100,0.2,2.0,500,0.9,2,2,BV1,2,BV2,100000,10000
100,0.2,2.0,500,0.9,2,2,BV1,1,BV2,100000,10000
100,0.2,2.0,500,0.9,2,2,BV1,0,BV2,100000,10000
300,0.4,2.0,500,0.9,2,2,BV1,9,BV2,10000,10000
300,0.4,2.0,500,0.9,2,2,BV1,8,BV2,10000,10000
300,0.4,2.0,500,0.9,2,2,BV1,7,BV2,10000,10000
300,0.4,2.0,500,0.9,2,2,BV1,6,BV2,10000,10000
300,0.4,2.0,500,0.9,2,2,BV1,5,BV2,10000,10000
300,0.4,2.0,500,0.9,2,2,BV1,4,BV2,10000,10000
300,0.4,2.0,500,0.9,2,2,BV1,3,BV2,10000,10000
300,0.4,2.0,500,0.9,2,2,BV1,2,BV2,10000,10000
300,0.4,2.0,500,0.9,2,2,BV1,1,BV2,10000,10000
300,0.4,2.0,500,0.9,2,2,BV1,0,BV2,10000,10000
100,0.4,2.0,500,0.9,2,2,BV1,9,BV2,10000,10000
100,0.4,2.0,500,0.9,2,2,BV1,8,BV2,10000,10000
100,0.4,2.0,500,0.9,2,2,BV1,7,BV2,10000,10000
100,0.4,2.0,500,0.9,2,2,BV1,6,BV2,10000,10000
100,0.4,2.0,500,0.9,2,2,BV1,5,BV2,10000,10000
100,0.4,2.0,500,0.9,2,2,BV1,4,BV2,10000,10000
100,0.4,2.0,500,0.9,2,2,BV1,3,BV2,10000,10000
100,0.4,2.0,500,0.9,2,2,BV1,2,BV2,10000,10000
100,0.4,2.0,500,0.9,2,2,BV1,1,BV2,10000,10000
100,0.4,2.0,500,0.9,2,2,BV1,0,BV2,10000,10000
300,0.2,2.0,500,0.9,2,2,BV1,9,BV2,10000,10000
300,0.2,2.0,500,0.9,2,2,BV1,8,BV2,10000,10000
300,0.2,2.0,500,0.9,2,2,BV1,7,BV2,10000,10000
300,0.2,2.0,500,0.9,2,2,BV1,6,BV2,10000,10000
300,0.2,2.0,500,0.9,2,2,BV1,5,BV2,10000,10000
300,0.2,2.0,500,0.9,2,2,BV1,4,BV2,10000,10000
300,0.2,2.0,500,0.9,2,2,BV1,3,BV2,10000,10000
300,0.2,2.0,500,0.9,2,2,BV1,2,BV2,10000,10000
300,0.2,2.0,500,0.9,2,2,BV1,1,BV2,10000,10000
300,0.2,2.0,500,0.9,2,2,BV1,0,BV2,10000,10000
100,0.2,2.0,500,0.9,2,2,BV1,9,BV2,10000,10000
100,0.2,2.0,500,0.9,2,2,BV1,8,BV2,10000,10000
100,0.2,2.0,500,0.9,2,2,BV1,7,BV2,10000,10000
100,0.2,2.0,500,0.9,2,2,BV1,6,BV2,10000,10000
100,0.2,2.0,500,0.9,2,2,BV1,5,BV2,10000,10000
