nom des bv;Guadalquivir;Guadiana;Sado;Tagus;Mondego;Douro;Lima;Minho;Lerez;Ulla;Mandeo;Landro;Masma;Eo;Navia;Esva;Nalon_Narcea;Sella;Nansa;Pas;Ason;Nervion;Deva_Cares;Oria;Urumea;Bidassoa;Nivelle;Adour;Leyre;Garonne;Seudre;Charente;Sevre_Niortaise;Lay;Auzance;Loire;Vilaine;Blavet;Scorff;Odet;Aulne;Elorn;Leguer;Leff;Trieux;Rance;Couesnon;Selune;Sienne;Douve;Vire;Orne;Dives;Touques;Seine;Bresle;Somme;Authie;Canche;Aa;Yser;Escaut;Meuse;Rhine;Ems;Weser;Elbe;Eider;Vida;Otra;Lagen;Drammens;Glomma
Final states;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
year of first non nul reproduction;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;6;6;5
year of last nul reproduction;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;13;3;8;3;3;3;8;3;3;3;3;3;3;3;3;3;3;3;3;90;100;101;101;101;101;101;101;101
mean last recruitment;5527912.9;4318521.7;567492.8;5664780.0;384121.4;5051806.1;132726.4;642619.2;26396.5;143250.8;17280.9;13311.3;13166.5;41302.6;1332.6;18431.2;153885.4;3644.1;14620.6;28311.4;23238.4;82363.0;70546.4;46128.9;14350.5;37357.5;6894.2;977502.9;148088.7;5010912.4;12952.6;516366.9;1918321.3;113933.0;36226.9;5353322.4;501390.2;73199.3;13645.0;25271.4;51336.7;13160.2;18830.1;11755.2;16550.6;50853.6;36213.7;31993.4;25559.5;30189.4;21170.3;30671.8;18171.4;30838.1;2361.0;28805.6;2184.2;19646.7;21510.8;8490.4;36789.4;64877.2;2977.9;2516.9;66.0;19.7;7.9;2.1;0.0;0.0;0.0;0.0;0.0
geo mean of last 10 years R/alpha;1.0532497926775743;0.9129669713214214;0.9801755037102368;0.9539787072984146;0.9550094707933023;0.8723657837016874;0.8646353312430716;0.837281649863796;0.9324655212347263;0.91350491604075;0.8958662974048905;1.000076405630075;0.890606221376854;0.9956174114930458;0.019221093663077154;0.8246773892016753;0.8394348991478467;0.1022284451146307;0.8752864924243737;1.0051924664065457;0.9209598624423886;0.943037503135297;1.0860172850863237;0.9350264129474366;1.0138107681785324;1.0188139611915215;0.9628581709886266;0.8995939350306613;0.8939319258090824;0.953074415765252;0.9127506584244625;0.8504572726363373;0.9037452585132866;0.8797942744987041;1.0333286436008886;0.8503836441730321;0.9786859734589807;0.7734370606286018;0.9788053902685219;0.9438491373996797;0.9031066288152337;0.9199355005873685;0.9248738865598404;0.8119756191906484;0.8103834211789436;0.8640324777082047;0.647373008638424;0.6626877654645085;0.9210402404215109;0.16803734683495114;0.23204866811008926;0.24274900552565828;0.44520570564720724;0.2733486541160934;5.927084151131775E-4;0.8147730938183957;0.007726111490611966;0.1863829775844932;0.22800347484865519;0.09269264101528563;0.6153989867036542;0.018881648211885767;0.0011290001644410628;1.8846832133087685E-4;5.526344851742937E-5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mean last percentage of autochtone;88.67922745013416;83.0065319762285;35.52835833780047;95.81734953069602;31.354536087374676;94.72565808864957;28.15858077621226;66.11717904779928;9.602791301976648;40.990785100768804;26.476303228298093;39.13898033000292;44.525090033319756;73.97811231664312;5.364702177174719;61.576752390860705;95.55247730390575;15.746268205011688;39.632913075035205;50.212775886758195;39.41220480136119;63.92288007281087;53.9356608726275;40.729503659660196;16.250166624262928;32.74539566457311;7.149352423939364;93.91152509244344;39.133879993085586;96.91443054645634;4.092476376271892;58.858612725789456;85.6619144242446;26.299057705129947;9.183953877746962;96.99263763998646;83.49013905539186;32.24195137923362;6.911476159250348;16.643940904789375;37.89703518646551;19.224332890802863;42.774818930779546;38.56647456116717;45.16580064182466;84.6527848208367;77.67171889201106;77.53061862984734;80.0638593189454;66.80312327309962;70.50466562674066;72.24380502510247;72.28919108450518;78.37758636805174;30.257733096537;85.25048428954587;20.474357484259905;62.31201107505501;72.14645782892174;45.01237325634192;85.74719291309954;87.67040202013189;28.28495224951544;21.949580759135934;33.74204227145403;17.380952380952383;13.333333333333334;10.0;0.0;0.0;0.0;0.0;0.0
