nom des bv;Guadalquivir;Guadiana;Sado;Tagus;Mondego;Douro;Lima;Minho;Lerez;Ulla;Mandeo;Landro;Masma;Eo;Navia;Esva;Nalon_Narcea;Sella;Nansa;Pas;Ason;Nervion;Deva_Cares;Oria;Urumea;Bidassoa;Nivelle;Adour;Leyre;Garonne;Seudre;Charente;Sevre_Niortaise;Lay;Auzance;Loire;Vilaine;Blavet;Scorff;Odet;Aulne;Elorn;Leguer;Leff;Trieux;Rance;Couesnon;Selune;Sienne;Douve;Vire;Orne;Dives;Touques;Seine;Bresle;Somme;Authie;Canche;Aa;Yser;Escaut;Meuse;Rhine;Ems;Weser;Elbe;Eider;Vida;Otra;Lagen;Drammens;Glomma
Final states;1;1;1;1;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
year of first non nul reproduction;4;4;4;4;4;4;4;4;4;4;4;4;4;4;133;4;4;143;101;101;101;101;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;121;121;121;101;114;101;4;115;142;4;231;203;152;210;237;231;263;257;257;267;267;270;4;285;282;0;0;0;0;0;0;0;0;0
year of last nul reproduction;293;284;298;301;3;3;3;186;3;3;186;186;111;111;248;186;186;236;222;191;191;191;3;3;191;191;191;3;3;3;3;3;3;3;172;172;222;227;227;286;286;286;241;241;241;196;234;233;230;251;256;259;261;260;270;272;281;277;282;282;289;287;300;300;301;301;301;301;301;301;301;301;301
mean last recruitment;1959893.5;2115566.7;325881.2;409132.5;526618.4;7884119.2;205157.8;1185535.9;36837.6;218434.0;30657.7;16525.0;19438.4;52439.2;125189.7;31873.9;274554.1;71990.2;29927.3;45737.2;36254.2;141057.3;87631.3;72135.6;19348.9;50676.0;9457.9;1284863.4;217722.8;6822570.5;19132.4;746946.6;2652563.5;176576.7;42130.7;7978207.7;597287.5;103397.1;13374.3;23620.7;55562.6;13301.8;24355.7;17025.2;22804.7;74242.4;68507.5;53461.7;33118.9;63878.1;58416.5;38189.2;28478.5;22833.3;5063.4;4744.2;1183.5;1236.4;777.0;238.4;159.1;23.7;16.9;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
geo mean of last 10 years R/alpha;0.0;0.956522923554064;0.0;0.0;0.9523822824741207;1.0019567436262755;1.026717493292811;1.0110982722332817;1.0111975848836436;1.0070898560663044;1.0429847835673627;0.9359585880459184;0.9878248032563327;0.9565573639910726;0.8208089009894072;0.964345987636846;1.0151480280670977;0.8896423191385994;0.9853246767032217;0.9608224311056774;0.9062649826356374;1.0189979625845393;0.9502803467393026;1.024084142969267;1.0057922644403938;0.988596520772076;0.9633379834800055;0.9374090259103762;0.9907469693197349;1.0010914519540524;1.018699619185487;0.9299062747057247;0.9391953689110396;1.024014650454531;0.9398545196795559;0.9944345474522341;0.9859670475288752;0.9732635322000205;0.8637051027754555;0.9257318563630125;1.018062061835241;0.9653207197265614;0.9912688867197725;0.962885678216435;0.9136057717754567;0.9303622858195132;0.9707938272723149;0.8699744686110191;0.8719129966031726;0.535954897454057;0.808226374572088;0.31485491376989805;0.6681882452921701;0.15379286107863305;7.839160025100386E-4;0.049741499156664405;0.002491788949387966;0.010786155349448425;0.006697344662363783;0.002174287026213625;0.0010634241910028042;1.1164845321488726E-5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mean last percentage of autochtone;75.75502606821222;86.8013437619887;42.510321051522965;9.286557962664208;48.69587535939296;98.31985881649794;28.85280177930276;71.35775786392128;7.713877427756627;39.32415933564754;26.671888209090366;31.956145691785213;38.954352663158;64.73171210702603;80.94840676591421;59.13500646481957;94.19848352672118;71.62187726266691;46.22745983787339;55.069891151559716;43.150639392293805;69.75978143684748;52.57470745031279;41.527155397376035;16.83723759656179;30.28464035254806;6.58620552562423;93.44678832029531;38.645222209764505;96.47247508230586;3.8784012187704016;62.54541838865807;86.01935557342213;23.35550105655223;7.728083679928683;97.38104233187593;64.55740775187326;29.123842891399978;5.842635807468876;11.694292502130038;33.77000930888793;11.477854345697377;35.03014697696428;37.747874777638486;45.66483958417;85.77222663159812;86.90559735434665;82.56207758204242;77.34314721572682;77.75267197763337;85.03441306155638;61.73606375124366;75.87530115367277;50.92533934719137;34.442753650962416;31.99210886375052;21.17742237804726;18.626115427329225;24.89671250134717;17.27829939404892;18.984116889999243;41.25;4.285714285714286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
