nom des bv;Guadalquivir;Guadiana;Sado;Tagus;Mondego;Douro;Lima;Minho;Lerez;Ulla;Mandeo;Landro;Masma;Eo;Navia;Esva;Nalon_Narcea;Sella;Nansa;Pas;Ason;Nervion;Deva_Cares;Oria;Urumea;Bidassoa;Nivelle;Adour;Leyre;Garonne;Seudre;Charente;Sevre_Niortaise;Lay;Auzance;Loire;Vilaine;Blavet;Scorff;Odet;Aulne;Elorn;Leguer;Leff;Trieux;Rance;Couesnon;Selune;Sienne;Douve;Vire;Orne;Dives;Touques;Seine;Bresle;Somme;Authie;Canche;Aa;Yser;Escaut;Meuse;Rhine;Ems;Weser;Elbe;Eider;Vida;Otra;Lagen;Drammens;Glomma
Final states;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
year of first non nul reproduction;4;4;4;4;4;4;4;4;4;4;4;4;4;4;101;4;4;101;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;0;0;0;0
year of last nul reproduction;293;284;298;301;3;3;3;3;3;3;3;3;3;3;186;3;3;191;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;8;3;23;18;28;37;57;52;63;123;102;93;197;201;227;232;227;217;242;251;246;250;259;256;273;272;275;296;300;301;301;301;301;301;301;301
mean last recruitment;2271223.7;2025009.1;359134.6;353289.0;485836.7;7686990.6;191306.7;1014928.1;34182.3;221955.6;28641.0;17265.9;20215.0;57770.5;159221.0;33174.2;265811.6;85579.0;34487.2;43025.1;35054.3;140209.8;90716.0;61913.6;21055.6;55209.1;10459.0;1244104.0;206772.2;7086288.8;18386.4;720347.9;2783199.7;182393.8;38952.2;8343094.6;635462.4;112006.1;16087.5;37889.3;77393.7;18059.6;27945.6;22521.4;26418.4;83588.1;81247.7;63733.2;40883.6;101312.7;72625.2;81274.0;43664.3;92908.8;86768.6;47871.3;162362.4;72449.4;86305.1;43678.1;43581.6;3977.4;3080.2;1506.8;22.1;4.3;2.4;0.0;0.0;0.0;0.0;0.0;0.0
geo mean of last 10 years R/alpha;0.0;0.8304023167176947;0.0;0.0;0.8891942971366178;0.9564890516141649;0.9637450888283863;0.8572943873125387;0.9460831973208977;0.9969847587026849;0.9666405164911436;0.9209637142196415;0.974315635365094;0.9817519414371707;0.9360119175967887;0.9420761089132296;0.9440441808183603;0.9846724126245024;1.088809582839174;0.8763389913749459;0.8581618603106338;0.9853591658024773;0.973886906396754;0.9031692011015869;1.0499631591687721;1.047921149551149;1.0294054267415913;0.9094235266550927;0.9475998609639625;1.0377559791779745;0.9704216286789129;0.9002777878213896;0.9767927111947718;1.0470340019768418;0.8442740236499817;0.9861149930018727;0.9464697537255425;0.9016444158984444;0.8654264507691154;1.0141000724308942;1.0069314908055138;0.9386913500567408;0.9450053954852581;1.0803343279256135;0.8967821910770164;0.9998499155571913;1.0576604080583225;0.9431685490169687;0.9908429587752807;0.9171403652792542;0.9374957483865581;0.9253215713115415;0.9855277262522496;1.0024132224090474;0.010314246991831907;0.8824601766112141;0.29061538487175265;0.8265374861181469;0.9701180456506967;0.43844391935150334;0.34892871606671905;0.002049901389076099;8.495206860185539E-4;8.878373630271584E-5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mean last percentage of autochtone;78.44510664649495;85.29879668279038;46.71003665224579;9.219416461576202;48.8817902584742;98.32513730598069;28.28322759100781;70.63133386929852;7.701688156699591;40.141723558665525;27.431733996144168;30.59701247939064;38.657936284736124;67.56406061742172;84.8233236734338;54.20716102748592;94.60729909136631;72.1135379405379;45.4742706567992;54.38651734768439;39.48733098805262;71.94513465563475;53.19482968057848;43.944723269022234;17.400953437298913;40.53573151076803;7.400144467143339;92.58378908024113;36.55414302197053;96.95344542648232;3.458259398290622;57.693723282987854;85.04833676827454;22.81138897128931;7.485941538569686;97.4564979119659;64.34808533904175;31.534426192809473;6.047327091023635;16.85127150346748;39.690644424747916;15.549762233791933;39.43933660258628;40.24042417539683;47.680062282932155;85.27296036398954;82.28165312006415;80.65874951297315;72.14123035953551;88.32212662199872;82.05119404042516;83.8625136210844;70.63062343414995;83.99977942516867;50.33379272412034;79.87147564360433;69.97707837625215;82.71308290362285;79.81941297406436;54.25676800787876;56.29563405433096;28.04448215316743;25.675488494257813;17.700452216931858;10.333333333333334;5.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
