lien;site;date;saison;p;Temp;Q;DL;deltaDL;deltaT;deltaQ;Temp1;Q1;DL1;deltaDL1;deltaT1;deltaQ1;juvenileSurvival
Dordogne_2004;Dordogne;2004-01-31;2004;0.632834604242817;0.165016501650165;0.812813129014649;0.139607941693893;0.604779411764698;0.617647058823529;0.475895909886488;5.5;6.55819780281227;9.79583333333333;0.0405555555555548;0;-0.0538432320208226;NA
Dordogne_2004;Dordogne;2004-02-01;2004;0.375543253496289;0.184818481848185;0.804718428553779;0.145807154226355;0.608455882352946;0.676470588235294;0.484114427195344;6.1;6.5206211275587;9.83694444444444;0.0411111111111122;0.6;-0.0375766752535727;NA
Dordogne_2004;Dordogne;2004-02-02;2004;0.69574860855937;0.201320132013201;0.79729504378163;0.152132026472313;0.613970588235294;0.666666666666667;0.485688925534115;6.6;6.48616078894409;9.87888888888889;0.0419444444444448;0.5;-0.0344603386146076;NA
Dordogne_2004;Dordogne;2004-02-03;2004;0.176086134277284;0.198019801980198;0.789946733143702;0.158456898718271;0.613970588235282;0.607843137254902;0.485865003795956;6.5;6.45204895443723;9.92083333333333;0.041944444444443;-0.0999999999999996;-0.0341118345068629;NA
Dordogne_2004;Dordogne;2004-02-04;2004;0.515822112094611;0.191419141914191;0.778789898485453;0.164907430677725;0.619485294117654;0.598039215686274;0.476932522634077;6.3;6.40025744530882;9.96361111111111;0.0427777777777791;-0.2;-0.0517915091284049;NA
Dordogne_2004;Dordogne;2004-02-05;2004;0.754494369728491;0.188118811881188;0.76282569110684;0.171441735779509;0.623161764705878;0.607843137254902;0.465657349881151;6.2;6.3261494731551;10.0069444444444;0.043333333333333;-0.0999999999999996;-0.0741079721537217;NA
Dordogne_2004;Dordogne;2004-02-06;2004;0.465651847887784;0.191419141914191;0.737501244389238;0.178017927452459;0.625000000000001;0.627450980392157;0.443703920909693;6.3;6.20859002609663;10.0505555555556;0.0436111111111117;0.0999999999999996;-0.11755944705847;NA
Dordogne_2004;Dordogne;2004-02-07;2004;0.53709434857592;0.201320132013201;0.716579248214013;0.184636005696574;0.626838235294114;0.647058823529412;0.454029392490302;6.6;6.11146733950268;10.0944444444444;0.0438888888888886;0.3;-0.0971226865939503;NA
Dordogne_2004;Dordogne;2004-02-08;2004;0.765122201992199;0.211221122112211;0.633022347400578;0.191379743654184;0.632352941176461;0.647058823529412;0.307125998216897;6.9;5.72358510195238;10.1391666666667;0.0447222222222212;0.300000000000001;-0.387882237550298;NA
Dordogne_2004;Dordogne;2004-02-09;2004;0.413446803810075;0.214521452145215;0.606059926054977;0.198165368182961;0.634191176470585;0.627450980392157;0.439862228582122;7;5.59842195899838;10.1841666666667;0.0449999999999999;0.0999999999999996;-0.125163142954006;NA
Dordogne_2004;Dordogne;2004-02-10;2004;0.610889912117273;0.211221122112211;0.602844669067168;0.205034765854067;0.637867647058821;0.607843137254902;0.495558634103586;6.9;5.5834963087817;10.2297222222222;0.0455555555555556;-0.0999999999999996;-0.0149256502166759;NA
Dordogne_2004;Dordogne;2004-02-11;2004;0.895513670751825;0.194719471947195;0.602033300051291;0.211904163525174;0.637867647058821;0.568627450980392;0.501196693338605;6.4;5.57972982598622;10.2752777777778;0.0455555555555556;-0.5;-0.00376648279547709;NA
Dordogne_2004;Dordogne;2004-02-12;2004;0.051386687438935;0.188118811881188;0.604458296230536;0.218857334338611;0.641544117647057;0.598039215686274;0.508787237860351;6.2;5.59098698051086;10.3213888888889;0.0461111111111112;-0.2;0.0112571545246345;NA
